sample_id	begin	end	type	extraction	mistake_type
14450	0	4	person-other	Ward	FN
14450	83	111	organization-other	Department of Music and Fine Arts	FN
14457	3	23	building-other	Evan Walker Footbridge	FP
14457	3	23	location-other	Evan Walker Footbridge	FN
14458	0	10	organization-company	Little Chef	FP
14458	0	10	building-restaurant	Little Chef	FN
14460	82	87	building-other	Morey	FP
14460	82	94	location-park	Morey 's Piers	FN
14462	30	43	location-road/railway/highway/transit	Avenue Surgery	FP
14462	30	43	organization-other	Avenue Surgery	FN
14463	8	15	organization-sportsteam	Cowboys	FP
14463	21	24	organization-sportsleague	NFC	FP
14463	0	6	person-athlete	Gailey	FP
14463	0	15	organization-sportsteam	Gailey 's Cowboys	FN
14463	21	28	event-sportsevent	NFC East	FN
14464	0	6	other-medical	Québec	FP
14464	0	14	organization-other	Québec Medicare	FN
14466	74	79	location-GPE	Essex	FP
14466	74	79	product-ship	Essex	FN
14468	64	83	organization-education	University of Alabama	FP
14468	61	83	organization-education	the University of Alabama	FN
14469	20	38	person-other	Christopher Thomson	FP
14469	20	38	person-soldier	Christopher Thomson	FN
14470	98	105	location-GPE	Cape Cod	FP
14470	98	105	location-other	Cape Cod	FN
14470	0	20	product-other	Popponesset Bay System	FN
14471	7	10	event-disaster	San	FP
14471	7	15	location-GPE	San Diego	FN
14473	81	91	person-athlete	Rosenblatt	FP
14473	81	91	building-other	Rosenblatt	FN
14474	23	30	person-politician	Bharath	FP
14474	16	30	person-other	Captain Bharath	FN
14474	33	42	other-law	judiciary	FN
14475	24	28	product-other	ICE 3	FP
14475	35	41	product-other	ICT-VT	FP
14475	29	32	product-other	IC T	FP
14475	35	41	product-train	ICT-VT	FN
14475	24	28	product-train	ICE 3	FN
14475	29	32	product-train	IC T	FN
14476	103	109	location-GPE	Indian	FP
14478	9	20	person-other	Alfred Apaka	FP
14478	9	20	person-artist/author	Alfred Apaka	FN
14480	0	4	art-broadcastprogram	1066	FP
14480	5	28	art-broadcastprogram	The Battle for Middle Earth	FP
14480	8	28	art-broadcastprogram	Battle for Middle Earth	FN
14481	83	102	location-road/railway/highway/transit	130 King William Drive	FP
14481	90	102	person-politician	William Drive	FN
14482	99	103	other-language	Ipoh	FP
14482	56	60	other-language	upas	FP
14482	109	114	other-language	ancar	FP
14482	56	60	other-livingthing	upas	FN
14482	99	103	other-livingthing	Ipoh	FN
14482	109	114	other-livingthing	ancar	FN
14483	127	131	location-road/railway/highway/transit	US 52	FP
14483	127	129	location-GPE	US	FN
14484	55	66	person-other	Donald 'Tony	FP
14484	84	90	person-other	Ali Ben	FP
14484	55	75	person-other	Donald 'Tony the Greek '	FN
14486	0	5	person-other	Johns	FP
14486	0	5	person-artist/author	Johns	FN
14490	92	99	location-GPE	Madison	FP
14490	92	99	person-artist/author	Madison	FN
14493	4	9	person-other	Iyoas	FP
14493	298	307	person-other	Fasiledes	FP
14493	68	74	person-other	Gondar	FP
14493	229	238	location-GPE	Gondarine	FN
14493	298	307	person-politician	Fasiledes	FN
14493	68	74	location-GPE	Gondar	FN
14493	266	275	location-GPE	Solomonic	FN
14493	4	9	person-politician	Iyoas	FN
14494	25	32	organization-showorganization	Scooter	FP
14494	38	41	person-artist/author	H.P	FP
14494	25	32	location-GPE	Scooter	FN
14498	52	75	building-other	Parish Church of San Felipe	FP
14498	52	64	building-other	Parish Church	FN
14498	66	75	location-GPE	San Felipe	FN
14499	20	25	location-GPE	Turin	FP
14500	72	80	other-biologything	Briscoe J	FP
14500	72	80	art-writtenart	Briscoe J	FN
14510	144	151	building-hotel	Waldorf	FP
14510	144	160	art-writtenart	Waldorf Statement	FN
14511	18	39	building-other	Royal College of Science	FP
14511	18	47	building-other	Royal College of Science building	FN
14515	105	109	organization-other	MATS	FP
14515	12	32	event-attack/battle/war/militaryconflict	Gulf of Tonkin Incident	FP
14515	12	32	event-other	Gulf of Tonkin Incident	FN
14515	105	109	product-airplane	MATS	FN
14516	0	5	organization-other	Ahoms	FN
14520	26	49	organization-government/governmentagency	State Wanita Umno Selangor	FP
14520	31	41	location-GPE	Wanita Umno	FN
14522	30	41	other-language	Uto-Aztecan	FP
14522	62	67	other-language	Takic	FN
14522	30	49	other-language	Uto-Aztecan language	FN
14523	117	146	event-sportsevent	International-level tournament	FN
14529	68	80	person-artist/author	Lennie Hayton	FP
14529	57	65	person-artist/author	Roy Bargy	FP
14529	134	146	person-artist/author	Paul Whiteman	FP
14529	0	14	person-artist/author	Bix Beiderbecke	FP
14529	68	80	person-other	Lennie Hayton	FN
14529	57	65	person-other	Roy Bargy	FN
14529	134	146	person-other	Paul Whiteman	FN
14529	0	14	person-other	Bix Beiderbecke	FN
14535	12	16	organization-other	Army	FN
14537	95	109	location-GPE	Dinagat Islands	FP
14537	0	5	person-politician	Ecleo	FP
14537	132	145	person-politician	Glenda B. Ecleo	FP
14537	95	109	location-island	Dinagat Islands	FN
14537	53	64	organization-other	P.B.M.A & amp	FN
14537	0	5	person-other	Ecleo	FN
14537	126	145	person-politician	Sr. and Glenda B. Ecleo	FN
14539	94	100	location-GPE	Lesser	FP
14539	100	106	location-GPE	Poland	FP
14539	94	106	location-GPE	Lesser Poland	FN
14542	78	90	organization-religion	Ancient Greek	FP
14542	85	90	location-GPE	Greek	FN
14543	38	45	person-other	Agent 47	FN
14544	15	47	building-hospital	Eastern State Hospital for the Insane	FP
14544	15	35	building-hospital	Eastern State Hospital	FN
14546	76	90	product-airplane	Airbus A330-200	FP
14552	0	7	location-GPE	Koguryo	FP
14552	0	7	organization-government/governmentagency	Koguryo	FN
14553	9	31	event-sportsevent	French Open championship	FP
14553	48	54	person-athlete	Spears	FP
14553	9	19	event-sportsevent	French Open	FN
14555	7	33	event-other	Die Internationale Flugwoche	FP
14555	7	33	location-other	Die Internationale Flugwoche	FN
14557	0	16	person-other	Clarence Shangraw	FN
14560	129	132	organization-sportsleague	Big	FP
14560	13	28	person-other	Steve Kragthorpe	FP
14560	129	146	organization-other	Big East Conference	FN
14560	13	28	person-athlete	Steve Kragthorpe	FN
14561	106	130	product-other	Tektronix TM500/5000/7000	FP
14561	106	115	organization-company	Tektronix	FN
14561	115	130	product-other	TM500/5000/7000	FN
14562	0	6	organization-company	Spence	FP
14562	49	53	product-game	Saw V	FP
14562	49	53	art-music	Saw V	FN
14562	12	15	organization-company	IGN	FN
14562	0	8	person-other	Spence D .	FN
14565	2	15	art-film	Unconditional	FP
14565	2	15	art-music	Unconditional	FN
14566	153	186	location-road/railway/highway/transit	Georgia Southern and Florida Railroad	FP
14566	3	40	organization-company	Hawkinsville and Florida Southern Railway	FP
14566	41	49	organization-company	H & amp ; FS	FP
14566	3	40	location-road/railway/highway/transit	Hawkinsville and Florida Southern Railway	FN
14566	153	160	location-GPE	Georgia	FN
14566	171	186	location-road/railway/highway/transit	Florida Railroad	FN
14566	41	49	location-road/railway/highway/transit	H & amp ; FS	FN
14568	35	47	location-GPE	South Holland	FP
14568	40	47	location-GPE	Holland	FN
14568	56	62	product-food	cheese	FN
14570	58	95	other-livingthing	northern tree-dwelling funnel-web spider	FN
14570	119	131	other-medical	envenomation	FN
14573	39	47	event-sportsevent	Bayreuth	FP
14573	73	88	person-other	Joseph Keilberth	FP
14573	39	62	art-film	Bayreuth Wagner Ring Cycle	FN
14573	73	88	person-director	Joseph Keilberth	FN
14574	19	29	person-artist/author	D'Ambrosio	FP
14574	3	18	organization-media/newspaper	Asbury Park Press	FP
14574	19	29	person-other	D'Ambrosio	FN
14574	3	18	art-writtenart	Asbury Park Press	FN
14577	44	55	person-other	Mungo Martin	FP
14577	243	254	art-other	Haida-style	FN
14577	133	146	person-artist/author	Kwakwaka'wakw	FN
14577	44	55	person-artist/author	Mungo Martin	FN
14581	0	12	other-medical	Beta blockers	FP
14581	15	37	other-medical	calcium channel blockers	FP
14581	0	12	product-other	Beta blockers	FN
14581	15	37	product-other	calcium channel blockers	FN
14582	24	35	event-sportsevent	Stanley Cups	FP
14582	142	158	organization-sportsteam	Pittsburgh Hockey	FP
14582	24	35	other-award	Stanley Cups	FN
14582	142	152	location-GPE	Pittsburgh	FN
14583	72	82	organization-other	Buchenwald	FP
14583	72	99	organization-other	Buchenwald Concentration Camp	FN
14585	42	56	location-GPE	Koala Territory	FP
14586	26	48	other-law	Local Government Act 1894	FP
14586	67	93	location-GPE	Wigan Rural Sanitary District	FP
14586	23	48	other-law	the Local Government Act 1894	FN
14586	64	93	location-GPE	the Wigan Rural Sanitary District	FN
14587	68	69	building-other	B	FP
14587	8	22	product-other	Livingetc Paint	FP
14587	68	75	building-other	B & amp ; Q	FN
14588	220	227	art-writtenart	Epistle	FP
14588	207	219	art-writtenart	Old Testament	FP
14588	253	264	event-other	Crucifixion	FP
14588	230	236	art-writtenart	Gospel	FP
14588	56	66	event-other	Royal Hours	FN
14588	99	110	event-other	Little Hours	FN
14590	30	50	product-game	Ultra Super Hero Taisen	FP
14590	68	111	product-game	Kamen Rider × Super Sentai : Ultra Super Hero Taisen	FP
14590	2	13	person-other	Hiiro Kagami	FP
14590	68	111	art-film	Kamen Rider × Super Sentai : Ultra Super Hero Taisen	FN
14595	2	21	art-music	Ca n't Stop the Feeling	FN
14596	9	23	event-other	Second Intifada	FP
14596	9	23	event-protest	Second Intifada	FN
14597	73	76	organization-politicalparty	AUF	FP
14597	118	128	location-GPE	Brundtland	FP
14597	81	88	person-other	Breivik	FP
14597	81	88	organization-other	Breivik	FN
14597	118	128	organization-other	Brundtland	FN
14597	73	76	organization-other	AUF	FN
14598	25	40	person-other	Kondraty Bulavin	FP
14598	25	40	person-soldier	Kondraty Bulavin	FN
14601	45	50	location-GPE	Swiss	FP
14603	7	15	organization-company	Raytheon	FP
14603	57	73	product-airplane	Hawker Beechcraft	FP
14603	7	15	person-other	Raytheon	FN
14603	57	73	organization-company	Hawker Beechcraft	FN
14605	216	223	other-language	Jurchen	FN
14606	0	8	location-other	Harbison	FP
14606	0	14	location-mountain	Harbison Canyon	FN
14607	0	12	person-director	Irving Rapper	FN
14608	25	28	organization-media/newspaper	ABC	FP
14608	25	28	organization-company	ABC	FN
14609	21	36	art-film	The Road to Moscow	FP
14609	3	20	art-film	Streetkids United 3	FP
14609	52	78	other-award	Category Best Cinematography	FN
14609	3	36	art-film	Streetkids United 3 - The Road to Moscow	FN
14611	23	31	location-GPE	Spaniard	FP
14611	31	46	person-other	Diogo de Torralva	FP
14611	23	46	person-other	Spaniard Diogo de Torralva	FN
14614	14	23	person-athlete	Barbolini	FP
14614	14	23	person-other	Barbolini	FN
14616	1	8	location-GPE	Chicago	FN
14618	0	7	building-restaurant	Nando 's	FP
14618	0	7	building-other	Nando 's	FN
14619	10	13	event-sportsevent	Cup	FP
14620	16	19	other-language	Old	FP
14620	16	29	other-language	Old High German	FN
14621	25	36	person-soldier	Robert E. Lee	FP
14621	0	4	organization-other	Hill	FP
14621	92	109	event-attack/battle/war/militaryconflict	Seven Days ' Battles	FP
14621	52	60	location-GPE	Virginia	FN
14624	22	43	other-educationaldegree	Honorary Doctor of Music	FP
14625	11	13	other-educationaldegree	BA	FP
14626	90	102	person-other	Julius Caesar	FP
14626	90	102	other-god	Julius Caesar	FN
14628	12	19	organization-politicalparty	NSDFBSt	FP
14628	60	71	person-politician	Adolf Hitler	FP
14628	12	19	organization-other	NSDFBSt	FN
14628	60	71	person-other	Adolf Hitler	FN
14630	151	164	organization-education	Chicago School	FP
14630	151	164	organization-other	Chicago School	FN
14635	5	13	person-other	Reynolds	FP
14635	57	71	organization-sportsleague	World Wrestling	FP
14635	113	123	location-GPE	Greek Isles	FP
14635	57	81	organization-other	World Wrestling Federation	FN
14635	5	13	organization-company	Reynolds	FN
14635	113	123	location-island	Greek Isles	FN
14637	12	32	organization-media/newspaper	School Library Journal	FP
14637	12	32	art-writtenart	School Library Journal	FN
14638	198	201	other-disease	HIV	FP
14638	173	183	other-biologything	Hepatitis C	FP
14638	0	7	organization-company	Biotron	FP
14638	198	201	other-biologything	HIV	FN
14638	173	183	other-disease	Hepatitis C	FN
14639	17	26	location-GPE	Victorian	FP
14642	0	12	location-GPE	Lake McKellar	FP
14642	0	13	location-bodiesofwater	Lake McKellar ,	FN
14645	0	9	product-software	System/36	FN
14646	36	45	person-actor	Elton John	FP
14646	48	58	person-actor	Rod Stewart	FP
14646	0	9	location-GPE	Pittodrie	FP
14646	36	45	person-other	Elton John	FN
14646	48	58	person-other	Rod Stewart	FN
14649	7	13	person-other	Walker	FP
14649	7	13	person-athlete	Walker	FN
14650	36	49	organization-media/newspaper	Fox Sports West	FP
14650	36	49	organization-other	Fox Sports West	FN
14651	66	75	location-GPE	Castilian	FP
14651	66	75	other-language	Castilian	FN
14654	50	60	person-other	Nicky Byrne	FP
14654	154	160	location-GPE	Swords	FN
14654	50	60	person-artist/author	Nicky Byrne	FN
14654	36	44	organization-showorganization	Westlife	FN
14657	0	9	organization-sportsteam	Blackpool	FP
14657	62	67	person-athlete	David	FP
14657	62	67	person-other	David	FN
14657	0	9	person-athlete	Blackpool	FN
14659	160	170	art-other	Black Magic	FP
14659	160	170	building-other	Black Magic	FN
14661	42	52	person-other	Pendergast	FP
14662	65	99	organization-government/governmentagency	United States Atomic Energy Commission	FP
14662	65	99	organization-other	United States Atomic Energy Commission	FN
14663	126	136	organization-religion	New Thought	FP
14663	0	22	person-other	Michael Bernard Beckwith	FP
14663	25	28	organization-religion	New	FP
14663	66	99	organization-other	Agape International Spiritual Center	FP
14663	101	108	location-GPE	Beverly	FP
14663	66	99	organization-religion	Agape International Spiritual Center	FN
14663	0	22	person-artist/author	Michael Bernard Beckwith	FN
14663	101	113	location-mountain	Beverly Hills	FN
14664	0	13	location-GPE	Cape Esperance	FP
14664	0	13	location-other	Cape Esperance	FN
14665	87	96	person-athlete	Ivica Osim	FP
14665	25	35	person-athlete	Milan Ribar	FP
14665	25	35	person-other	Milan Ribar	FN
14665	87	96	person-other	Ivica Osim	FN
14669	100	113	person-politician	Lech Kaczyński	FP
14669	129	150	building-airport	Smolensk-North airport	FP
14669	129	143	building-airport	Smolensk-North	FN
14669	49	72	organization-other	Special Aviation Regiment	FN
14669	100	113	building-airport	Lech Kaczyński	FN
14671	40	43	other-biologything	DNA	FP
14671	63	71	other-livingthing	Brothers	FP
14671	63	84	other-livingthing	Brothers Island tuatara	FN
14673	39	50	other-law	Charter Roll	FP
14674	3	26	event-sportsevent	Gentlemen 's Double Sculls	FP
14674	61	84	event-sportsevent	Championship of the Thames	FP
14674	149	168	event-sportsevent	Ladies ' Double Sculls	FN
14674	126	146	event-sportsevent	the Mixed Double Sculls	FN
14674	58	84	event-sportsevent	the Championship of the Thames	FN
14674	0	26	event-sportsevent	The Gentlemen 's Double Sculls	FN
14674	99	125	event-sportsevent	the Gentlemen 's Single Sculls	FN
14675	50	58	person-other	Clement X	FP
14675	46	58	person-politician	Pope Clement X	FN
14676	13	20	person-other	Kokoyty	FP
14676	13	20	person-politician	Kokoyty	FN
14677	18	33	location-GPE	Haidian District	FP
14677	9	16	location-GPE	Beijing	FP
14677	9	33	location-GPE	Beijing 's Haidian District	FN
14681	83	91	person-politician	Edward VI	FP
14681	47	55	location-GPE	Somerset	FP
14681	38	55	person-other	1st Duke of Somerset	FN
14681	79	91	person-other	King Edward VI	FN
14682	9	34	event-other	Prestige oil-spill incident	FP
14682	9	34	event-disaster	Prestige oil-spill incident	FN
14683	17	35	organization-politicalparty	Libertarian Party of	FP
14683	17	33	organization-politicalparty	Libertarian Party	FN
14685	2	8	building-other	Dinamo	FP
14685	74	98	organization-education	Sverdlovskgrazhdanproekt	FP
14685	2	8	art-other	Dinamo	FN
14685	74	107	organization-education	Sverdlovskgrazhdanproekt Institute	FN
14687	106	113	organization-company	Gravity	FN
14689	45	49	location-GPE	Port	FP
14689	45	55	location-GPE	Port Newark	FN
14690	167	175	organization-sportsleague	Illinois	FP
14690	7	30	organization-sportsteam	Southern Illinois Maroons	FP
14690	167	208	organization-sportsleague	Illinois Intercollegiate Athletic Conference	FN
14690	3	42	organization-sportsteam	1941 Southern Illinois Maroons football team	FN
14691	136	144	building-theater	Broadway	FP
14691	136	144	location-road/railway/highway/transit	Broadway	FN
14695	35	38	other-educationaldegree	MBA	FP
14695	18	33	other-educationaldegree	post-graduation	FN
14696	74	79	person-other	X-Fly	FP
14696	23	38	art-other	Los Psycho Circus	FP
14696	23	38	organization-other	Los Psycho Circus	FN
14696	74	79	organization-other	X-Fly	FN
14697	38	72	building-other	Chappel and Wakes Colne railway station	FP
14697	38	58	location-road/railway/highway/transit	Chappel and Wakes Colne	FN
14698	58	87	product-other	Nippon Television Network System	FP
14698	58	87	organization-media/newspaper	Nippon Television Network System	FN
14699	0	8	organization-sportsteam	The Hoots	FP
14699	23	35	organization-sportsleague	West Division	FP
14699	3	8	organization-sportsteam	Hoots	FN
14701	137	157	other-law	Mann-Elkins Act of 1910	FP
14701	83	104	other-law	Federal Radio Act of 1927	FP
14701	137	151	other-law	Mann-Elkins Act	FN
14701	83	98	other-law	Federal Radio Act	FN
14703	0	10	event-other	Mount Yengo	FP
14703	0	10	location-mountain	Mount Yengo	FN
14703	75	83	location-GPE	Awabakal	FN
14703	66	74	location-GPE	Wonnarua	FN
14703	84	90	location-GPE	Worimi	FN
14703	93	113	location-GPE	Darkinjung Indigenous	FN
14707	0	15	organization-showorganization	The Ives brothers	FN
14708	0	4	person-other	Lyon	FP
14708	0	4	person-athlete	Lyon	FN
14711	151	165	location-other	Siachen Glacier	FP
14711	64	74	event-sportsevent	Peace Climb	FN
14711	151	165	location-bodiesofwater	Siachen Glacier	FN
14713	35	41	person-other	Modell	FN
14714	23	44	organization-politicalparty	China Democratic League	FP
14714	23	44	organization-government/governmentagency	China Democratic League	FN
14715	3	11	location-GPE	Rose Bowl	FP
14715	3	11	building-sportsfacility	Rose Bowl	FN
14716	89	116	organization-other	Chicago Board Options Exchange	FP
14716	89	116	organization-company	Chicago Board Options Exchange	FN
14718	7	21	other-disease	Scheie syndrome	FP
14718	7	13	other-disease	Scheie	FN
14719	72	86	location-GPE	Nordland county	FP
14719	72	80	location-GPE	Nordland	FN
14720	42	48	organization-government/governmentagency	ANILCA	FP
14720	21	29	organization-government/governmentagency	Congress	FP
14720	42	52	other-law	ANILCA bill	FN
14721	201	225	other-disease	megakaryoblastic leukemia	FP
14721	196	225	other-disease	acute megakaryoblastic leukemia	FN
14722	234	245	location-GPE	High Tapajós	FP
14722	69	77	location-GPE	Itaituba	FP
14722	234	245	location-other	High Tapajós	FN
14722	69	77	building-other	Itaituba	FN
14724	96	102	location-GPE	Kjevik	FP
14724	105	109	location-GPE	Torp	FP
14724	105	109	organization-company	Torp	FN
14724	96	102	organization-company	Kjevik	FN
14727	5	17	location-GPE	United States	FP
14727	37	56	location-bodiesofwater	Quitob aquito springs	FP
14727	86	117	building-other	Organ Pipe Cactus National Monument	FP
14727	2	17	location-GPE	the United States	FN
14727	86	117	location-mountain	Organ Pipe Cactus National Monument	FN
14727	37	43	location-GPE	Quitob	FN
14728	16	26	other-language	Portuguese	FP
14728	16	26	location-GPE	Portuguese	FN
14729	147	161	event-attack/battle/war/militaryconflict	Horsemeat March	FP
14729	147	161	event-other	Horsemeat March	FN
14731	6	12	person-other	Kenyon	FP
14731	6	12	person-politician	Kenyon	FN
14732	102	121	event-disaster	Wounded Knee Massacre	FP
14732	102	121	event-other	Wounded Knee Massacre	FN
14733	82	87	other-astronomything	Comet	FP
14733	82	92	product-other	Comet Wild 2	FN
14740	21	33	person-actor	Mel Pritchard	FP
14740	21	33	person-other	Mel Pritchard	FN
14741	97	117	organization-religion	United Church of Christ	FP
14741	94	117	organization-religion	The United Church of Christ	FN
14742	14	23	organization-other	Municipal	FP
14742	14	33	organization-other	Municipal Art Society	FN
14742	35	42	location-GPE	New York	FN
14746	67	74	organization-religion	Mormons	FN
14747	10	22	organization-sportsleague	Spartan South	FP
14747	10	44	organization-sportsleague	Spartan South Midlands Football League	FN
14749	0	5	location-GPE	Often	FP
14750	3	6	person-other	Tom	FP
14750	3	12	person-other	Tom Taylor	FN
14751	0	7	person-politician	Michael	FP
14751	116	124	location-GPE	Croatian	FP
14751	0	15	person-other	Michael Williams	FN
14751	116	128	location-GPE	Croatian Serb	FN
14752	164	170	location-GPE	Aeëtes	FP
14752	116	121	location-GPE	Medea	FP
14752	39	47	location-GPE	Iberians	FP
14752	56	66	location-GPE	Thessalian	FP
14752	164	170	building-other	Aeëtes	FN
14752	116	121	person-other	Medea	FN
14753	96	110	other-god	God Emperor Doom	FN
14756	36	51	location-GPE	Soviet-occupied	FP
14757	3	21	other-livingthing	incirrate octopuses	FP
14757	81	89	other-livingthing	cirrates	FP
14757	12	21	other-livingthing	octopuses	FN
14760	36	72	organization-government/governmentagency	U.S. Immigration and Customs Enforcement	FP
14760	36	51	organization-government/governmentagency	U.S. Immigration	FN
14760	54	72	organization-government/governmentagency	Customs Enforcement	FN
14760	0	33	organization-government/governmentagency	Citizenship and Immigration Services	FN
14761	21	36	organization-other	New York Infantry	FP
14761	18	36	organization-other	5th New York Infantry	FN
14763	53	57	person-athlete	Bo ``	FP
14763	53	74	person-athlete	Bo `` Big Train '' Jackson	FN
14768	51	87	art-writtenart	The political economy of Soviet socialism	FP
14768	10	14	other-educationaldegree	Ph.D	FP
14768	10	15	other-educationaldegree	Ph.D .	FN
14768	51	97	art-writtenart	The political economy of Soviet socialism , 1918–1928	FN
14771	9	43	other-award	César Awards for Most Promising Actress	FP
14771	77	98	other-award	Best Supporting Actress	FP
14771	9	20	other-award	César Awards	FN
14774	25	32	location-GPE	Exmouth	FP
14774	25	32	location-other	Exmouth	FN
14774	3	13	location-road/railway/highway/transit	Avocet Line	FN
14775	4	10	other-biologything	kinase	FP
14776	21	28	person-other	O'Neill	FP
14776	21	28	person-artist/author	O'Neill	FN
14777	156	171	person-artist/author	Luchino Visconti	FP
14777	0	8	building-other	La Fenice	FP
14777	67	76	person-artist/author	Aldo Rossi	FP
14777	0	8	building-theater	La Fenice	FN
14777	156	171	person-director	Luchino Visconti	FN
14777	67	76	person-other	Aldo Rossi	FN
14780	56	73	building-other	Stella Adler Studio	FN
14781	57	71	product-software	MSN Chat Network	FP
14782	29	46	person-scholar	Carl Peter Thunberg	FP
14782	29	46	person-other	Carl Peter Thunberg	FN
14783	79	90	organization-politicalparty	Spartacists	FP
14784	105	115	event-attack/battle/war/militaryconflict	Pacific War	FP
14784	35	38	person-other	Leo	FP
14784	43	51	location-GPE	American	FP
14784	25	38	person-soldier	Great Uncle Leo	FN
14784	43	51	person-other	American	FN
14785	61	67	product-other	ACI 318	FP
14785	131	151	event-disaster	Northridge earthquake	FN
14786	19	41	location-GPE	Free State of Saxe- Weimar	FP
14786	35	41	location-GPE	Weimar	FN
14787	84	94	organization-government/governmentagency	Parliament	FP
14787	40	49	other-law	Section 44	FP
14790	64	75	person-artist/author	Paolo Giovio	FP
14790	64	75	person-other	Paolo Giovio	FN
14791	6	12	location-GPE	Songdo	FP
14791	41	47	location-GPE	Goryeo	FP
14791	0	12	location-other	Called Songdo	FN
14792	134	151	building-other	PNC Bank Arts Center	FP
14792	134	151	organization-other	PNC Bank Arts Center	FN
14793	23	55	art-writtenart	The Great Revenge of the Orphan of Zhao	FN
14795	22	33	organization-government/governmentagency	Home Affairs	FP
14797	0	17	product-food	Thayer-Martin agar	FP
14797	124	136	other-medical	trimethoprim	FP
14797	103	111	other-medical	colistin	FP
14797	112	120	other-medical	nystatin	FP
14797	92	102	other-medical	vancomycin	FP
14797	103	111	other-biologything	colistin	FN
14797	39	54	other-biologything	heated blood agar	FN
14797	77	91	other-biologything	antimicrobials	FN
14797	124	136	other-biologything	trimethoprim	FN
14797	112	120	other-biologything	nystatin	FN
14797	92	102	other-biologything	vancomycin	FN
14797	20	38	other-biologything	chocolate agar plate	FN
14797	0	13	other-biologything	Thayer-Martin	FN
14798	20	41	location-road/railway/highway/transit	Docklands Light Railway	FP
14798	20	41	building-other	Docklands Light Railway	FN
14799	173	180	location-GPE	Kapyong	FP
14799	135	157	organization-other	US 24th Infantry Division	FP
14799	81	95	organization-other	ROK 6th Division	FP
14799	113	132	organization-other	US Marine 1st Division	FP
14799	181	191	location-GPE	Mokdong-ri	FP
14799	113	132	organization-government/governmentagency	US Marine 1st Division	FN
14799	181	191	location-other	Mokdong-ri	FN
14799	135	157	organization-government/governmentagency	US 24th Infantry Division	FN
14799	81	95	organization-government/governmentagency	ROK 6th Division	FN
14799	173	180	location-other	Kapyong	FN
14803	0	6	organization-company	Jordan	FP
14803	31	40	product-other	Macintosh	FP
14803	31	40	organization-company	Macintosh	FN
14803	0	6	person-other	Jordan	FN
14805	0	12	other-biologything	Flaviviruses	FP
14805	53	56	other-biologything	RNA	FP
14805	0	12	other-chemicalthing	Flaviviruses	FN
14807	0	4	person-other	Carr	FP
14807	0	4	person-athlete	Carr	FN
14808	25	39	person-scholar	Eduard Hanslick	FP
14808	25	39	person-artist/author	Eduard Hanslick	FN
14809	93	100	location-GPE	New York	FP
14809	20	45	art-broadcastprogram	The Debrief with David Ushery	FP
14809	93	107	organization-media/newspaper	New York Nonstop	FN
14809	23	45	art-broadcastprogram	Debrief with David Ushery	FN
14812	21	29	location-GPE	Bay State	FP
14812	21	29	organization-company	Bay State	FN
14814	70	78	organization-education	St Antony	FP
14814	70	80	organization-education	St Antony 's	FN
14814	84	90	other-educationaldegree	D.Phil	FN
14815	101	104	organization-company	PWD	FP
14815	101	104	organization-other	PWD	FN
14816	38	44	product-other	RELAP5	FP
14816	24	29	product-other	TRACE	FP
14816	47	53	product-other	TRAC-B	FP
14816	24	54	product-other	TRACE ( Formerly RELAP5 and TRAC-B )	FN
14818	133	149	other-disease	lung overpressure	FP
14818	156	175	other-disease	arterial gas embolism	FN
14819	3	6	product-weapon	RPV	FP
14819	3	6	product-airplane	RPV	FN
14820	75	93	person-artist/author	José Clemente Orozco	FP
14820	63	74	person-artist/author	Diego Rivera	FP
14820	97	109	person-artist/author	Juan O'Gorman	FP
14820	75	93	person-other	José Clemente Orozco	FN
14820	63	74	person-other	Diego Rivera	FN
14820	97	109	person-other	Juan O'Gorman	FN
14821	68	86	event-attack/battle/war/militaryconflict	Egyptian Revolution	FP
14821	68	86	event-protest	Egyptian Revolution	FN
14828	166	172	location-GPE	Cyrene	FP
14828	33	50	person-politician	Alexander the Great	FP
14828	174	185	location-GPE	North Africa	FP
14828	33	50	person-other	Alexander the Great	FN
14828	156	172	other-livingthing	silphium of Cyrene	FN
14828	179	185	location-GPE	Africa	FN
14831	72	79	other-currency	dollars	FP
14832	16	27	building-other	Dolphin Cove	FP
14832	29	37	building-other	SeaWorld	FP
14832	29	47	location-park	SeaWorld San Antonio	FN
14833	3	9	organization-other	CAMPCO	FP
14833	3	9	organization-company	CAMPCO	FN
14834	275	295	organization-religion	Free Church of Scotland	FP
14834	481	501	organization-religion	Free Church of Scotland	FP
14834	124	150	organization-religion	United Free Church of Scotland	FP
14834	198	214	organization-religion	Church of Scotland	FP
14834	421	453	organization-religion	Free Church of Scotland ( Continuing )	FP
14834	371	403	organization-religion	Free Presbyterian Church of Scotland	FP
14834	225	257	organization-religion	Free Presbyterian Church of Scotland	FP
14834	225	247	organization-religion	Free Presbyterian Church	FN
14834	275	285	organization-religion	Free Church	FN
14834	395	403	location-GPE	Scotland	FN
14834	421	431	organization-religion	Free Church	FN
14834	493	501	location-GPE	Scotland	FN
14834	206	214	location-GPE	Scotland	FN
14834	287	295	location-GPE	Scotland	FN
14834	249	257	location-GPE	Scotland	FN
14834	371	393	organization-religion	Free Presbyterian Church	FN
14834	124	140	organization-religion	United Free Church	FN
14834	142	150	location-GPE	Scotland	FN
14834	481	491	organization-religion	Free Church	FN
